freq_MHz,attenuation_dB,phase_rad
66.869620,12.615587,-0.958429
66.894034,12.674662,-0.968313
66.918449,12.734246,-0.978132
66.942863,12.794345,-0.987883
66.967277,12.854963,-0.997565
66.991691,12.916106,-1.007179
67.016105,12.977780,-1.016722
67.040520,13.039993,-1.026193
67.064934,13.102749,-1.035591
67.089348,13.166057,-1.044914
67.113762,13.229922,-1.054161
67.138177,13.294353,-1.063330
67.162591,13.359357,-1.072421
67.187005,13.424941,-1.081430
67.211419,13.491114,-1.090356
67.235834,13.557885,-1.099198
67.260248,13.625260,-1.107953
67.284662,13.693250,-1.116619
67.309076,13.761863,-1.125195
67.333491,13.831108,-1.133677
67.357905,13.900994,-1.142063
67.382319,13.971530,-1.150350
67.406733,14.042726,-1.158537
67.431148,14.114591,-1.166619
67.455562,14.187133,-1.174594
67.479976,14.260364,-1.182459
67.504390,14.334290,-1.190211
67.528805,14.408923,-1.197845
67.553219,14.484271,-1.205359
67.577633,14.560342,-1.212748
67.602047,14.637144,-1.220008
67.626461,14.714687,-1.227135
67.650876,14.792977,-1.234124
67.675290,14.872022,-1.240971
67.699704,14.951828,-1.247670
67.724118,15.032400,-1.254216
67.748533,15.113744,-1.260604
67.772947,15.195863,-1.266829
67.797361,15.278760,-1.272883
67.821775,15.362437,-1.278760
67.846190,15.446892,-1.284454
67.870604,15.532126,-1.289958
67.895018,15.618133,-1.295265
67.919432,15.704909,-1.300366
67.943847,15.792446,-1.305254
67.968261,15.880733,-1.309920
67.992675,15.969756,-1.314356
68.017089,16.059500,-1.318553
68.041504,16.149944,-1.322500
68.065918,16.241064,-1.326189
68.090332,16.332832,-1.329608
68.114746,16.425215,-1.332747
68.139161,16.518175,-1.335595
68.163575,16.611669,-1.338142
68.187989,16.705646,-1.340374
68.212403,16.800050,-1.342279
68.236818,16.894817,-1.343846
68.261232,16.989874,-1.345062
68.285646,17.085143,-1.345913
68.310060,17.180531,-1.346386
68.334474,17.275941,-1.346469
68.358889,17.371261,-1.346146
68.383303,17.466370,-1.345406
68.407717,17.561133,-1.344234
68.432131,17.655404,-1.342617
68.456546,17.749022,-1.340543
68.480960,17.841812,-1.337998
68.505374,17.933585,-1.334971
68.529788,18.024136,-1.331451
68.554203,18.113244,-1.327427
68.578617,18.200673,-1.322889
68.603031,18.286169,-1.317831
68.627445,18.369466,-1.312246
68.651860,18.450279,-1.306130
68.676274,18.528308,-1.299481
68.700688,18.603242,-1.292299
68.725102,18.674754,-1.284587
68.749517,18.742511,-1.276350
68.773931,18.806165,-1.267599
68.798345,18.865369,-1.258346
68.822759,18.919767,-1.248607
68.847174,18.969007,-1.238403
68.871588,19.012740,-1.227758
68.896002,19.050626,-1.216701
68.920416,19.082339,-1.205265
68.944830,19.107568,-1.193487
68.969245,19.126027,-1.181407
68.993659,19.137455,-1.169071
69.018073,19.141624,-1.156526
69.042487,19.138342,-1.143825
69.066902,19.127456,-1.131020
69.091316,19.108856,-1.118169
69.115730,19.082477,-1.105327
69.140144,19.048301,-1.092555
69.164559,19.006356,-1.079910
69.188973,18.956722,-1.067451
69.213387,18.899520,-1.055233
69.237801,18.834919,-1.043313
69.262216,18.763128,-1.031742
69.286630,18.684396,-1.020571
69.311044,18.599007,-1.009845
69.335458,18.507272,-0.999607
69.359873,18.409530,-0.989896
69.384287,18.306142,-0.980746
69.408701,18.197481,-0.972186
69.433115,18.083935,-0.964243
69.457530,17.965896,-0.956937
69.481944,17.843761,-0.950285
69.506358,17.717924,-0.944300
69.530772,17.588774,-0.938992
69.555186,17.456695,-0.934366
69.579601,17.322057,-0.930423
69.604015,17.185220,-0.927163
69.628429,17.046531,-0.924582
69.652843,16.906318,-0.922674
69.677258,16.764896,-0.921430
69.701672,16.622561,-0.920839
69.726086,16.479594,-0.920891
69.750500,16.336255,-0.921570
69.774915,16.192790,-0.922863
69.799329,16.049425,-0.924753
69.823743,15.906371,-0.927224
69.848157,15.763823,-0.930260
69.872572,15.621959,-0.933841
69.896986,15.480942,-0.937951
69.921400,15.340922,-0.942571
69.945814,15.202035,-0.947683
69.970229,15.064402,-0.953269
69.994643,14.928134,-0.959310
70.019057,14.793330,-0.965789
70.043471,14.660079,-0.972688
70.067886,14.528458,-0.979990
70.092300,14.398536,-0.987677
70.116714,14.270372,-0.995732
70.141128,14.144019,-1.004139
70.165542,14.019521,-1.012882
70.189957,13.896914,-1.021946
70.214371,13.776229,-1.031315
70.238785,13.657491,-1.040974
70.263199,13.540718,-1.050909
70.287614,13.425923,-1.061107
70.312028,13.313117,-1.071554
70.336442,13.202302,-1.082236
70.360856,13.093481,-1.093142
70.385271,12.986649,-1.104260
70.409685,12.881801,-1.115577
70.434099,12.778926,-1.127084
70.458513,12.678012,-1.138768
70.482928,12.579044,-1.150620
70.507342,12.482005,-1.162630
70.531756,12.386875,-1.174788
70.556170,12.293634,-1.187086
70.580585,12.202258,-1.199515
70.604999,12.112723,-1.212066
70.629413,12.025003,-1.224731
70.653827,11.939071,-1.237503
70.678242,11.854900,-1.250375
70.702656,11.772461,-1.263340
70.727070,11.691723,-1.276391
70.751484,11.612657,-1.289522
70.775898,11.535232,-1.302727
70.800313,11.459417,-1.316001
70.824727,11.385181,-1.329338
70.849141,11.312492,-1.342733
70.873555,11.241318,-1.356181
70.897970,11.171627,-1.369678
70.922384,11.103387,-1.383220
70.946798,11.036568,-1.396802
70.971212,10.971136,-1.410421
70.995627,10.907061,-1.424073
71.020041,10.844312,-1.437754
71.044455,10.782857,-1.451463
71.068869,10.722666,-1.465195
71.093284,10.663709,-1.478948
71.117698,10.605957,-1.492719
71.142112,10.549379,-1.506506
71.166526,10.493947,-1.520307
71.190941,10.439632,-1.534119
71.215355,10.386408,-1.547941
71.239769,10.334246,-1.561771
71.264183,10.283119,-1.575607
71.288598,10.233003,-1.589448
71.313012,10.183870,-1.603292
71.337426,10.135696,-1.617138
71.361840,10.088457,-1.630985
71.386254,10.042129,-1.644831
71.410669,9.996689,-1.658676
71.435083,9.952114,-1.672519
71.459497,9.908382,-1.686360
71.483911,9.865473,-1.700196
71.508326,9.823365,-1.714028
71.532740,9.782038,-1.727856
71.557154,9.741473,-1.741679
71.581568,9.701652,-1.755495
71.605983,9.662555,-1.769306
71.630397,9.624166,-1.783111
71.654811,9.586467,-1.796909
71.679225,9.549443,-1.810700
71.703640,9.513077,-1.824485
71.728054,9.477354,-1.838262
71.752468,9.442259,-1.852033
71.776882,9.407778,-1.865797
71.801297,9.373899,-1.879553
71.825711,9.340607,-1.893303
71.850125,9.307891,-1.907046
71.874539,9.275737,-1.920782
71.898954,9.244136,-1.934512
71.923368,9.213076,-1.948235
71.947782,9.182547,-1.961952
71.972196,9.152538,-1.975663
71.996610,9.123041,-1.989368
72.021025,9.094045,-2.003067
72.045439,9.065543,-2.016761
72.069853,9.037527,-2.030449
72.094267,9.009988,-2.044132
72.118682,8.982919,-2.057811
72.143096,8.956314,-2.071485
72.167510,8.930166,-2.085154
72.191924,8.904469,-2.098820
72.216339,8.879217,-2.112482
72.240753,8.854404,-2.126140
72.265167,8.830026,-2.139794
72.289581,8.806077,-2.153446
72.313996,8.782554,-2.167094
72.338410,8.759452,-2.180740
72.362824,8.736767,-2.194384
72.387238,8.714496,-2.208025
72.411653,8.692635,-2.221663
72.436067,8.671182,-2.235300
72.460481,8.650134,-2.248935
72.484895,8.629488,-2.262569
72.509310,8.609242,-2.276201
72.533724,8.589394,-2.289832
72.558138,8.569942,-2.303461
72.582552,8.550884,-2.317089
72.606966,8.532220,-2.330716
72.631381,8.513947,-2.344343
72.655795,8.496065,-2.357968
72.680209,8.478573,-2.371592
72.704623,8.461469,-2.385216
72.729038,8.444754,-2.398838
72.753452,8.428426,-2.412460
72.777866,8.412486,-2.426081
72.802280,8.396933,-2.439700
72.826695,8.381766,-2.453319
72.851109,8.366986,-2.466937
72.875523,8.352593,-2.480553
72.899937,8.338586,-2.494168
72.924352,8.324966,-2.507781
72.948766,8.311734,-2.521393
72.973180,8.298888,-2.535003
72.997594,8.286430,-2.548611
73.022009,8.274359,-2.562217
73.046423,8.262677,-2.575821
73.070837,8.251382,-2.589421
73.095251,8.240476,-2.603019
73.119666,8.229960,-2.616614
73.144080,8.219832,-2.630205
73.168494,8.210094,-2.643792
73.192908,8.200745,-2.657375
73.217323,8.191786,-2.670953
73.241737,8.183218,-2.684527
73.266151,8.175040,-2.698096
73.290565,8.167252,-2.711659
73.314979,8.159854,-2.725216
73.339394,8.152847,-2.738766
73.363808,8.146229,-2.752310
73.388222,8.140002,-2.765846
73.412636,8.134165,-2.779375
73.437051,8.128717,-2.792896
73.461465,8.123657,-2.806408
73.485879,8.118987,-2.819911
73.510293,8.114703,-2.833404
73.534708,8.110807,-2.846887
73.559122,8.107298,-2.860360
73.583536,8.104173,-2.873821
73.607950,8.101432,-2.887271
73.632365,8.099075,-2.900709
73.656779,8.097099,-2.914134
73.681193,8.095503,-2.927546
73.705607,8.094286,-2.940944
73.730022,8.093445,-2.954327
73.754436,8.092980,-2.967696
73.778850,8.092888,-2.981049
73.803264,8.093168,-2.994387
73.827679,8.093816,-3.007708
73.852093,8.094831,-3.021012
73.876507,8.096210,-3.034298
73.900921,8.097951,-3.047566
73.925335,8.100050,-3.060815
73.949750,8.102505,-3.074045
73.974164,8.105314,-3.087255
73.998578,8.108472,-3.100445
74.022992,8.111977,-3.113614
74.047407,8.115826,-3.126762
74.071821,8.120014,-3.139887
74.096235,8.124538,3.130195
74.120649,8.129394,3.117115
74.145064,8.134580,3.104058
74.169478,8.140089,3.091025
74.193892,8.145920,3.078017
74.218306,8.152066,3.065034
74.242721,8.158524,3.052076
74.267135,8.165290,3.039144
74.291549,8.172359,3.026239
74.315963,8.179726,3.013360
74.340378,8.187387,3.000509
74.364792,8.195336,2.987685
74.389206,8.203569,2.974889
74.413620,8.212081,2.962122
74.438035,8.220867,2.949383
74.462449,8.229921,2.936674
74.486863,8.239239,2.923994
74.511277,8.248814,2.911344
74.535691,8.258642,2.898725
74.560106,8.268717,2.886136
74.584520,8.279034,2.873578
74.608934,8.289586,2.861051
74.633348,8.300369,2.848555
74.657763,8.311377,2.836091
74.682177,8.322604,2.823659
74.706591,8.334044,2.811259
74.731005,8.345691,2.798892
74.755420,8.357540,2.786557
74.779834,8.369584,2.774255
74.804248,8.381818,2.761986
74.828662,8.394236,2.749749
74.853077,8.406833,2.737547
74.877491,8.419601,2.725377
74.901905,8.432535,2.713241
74.926319,8.445629,2.701138
74.950734,8.458878,2.689069
74.975148,8.472274,2.677034
74.999562,8.485813,2.665032
75.023976,8.499489,2.653065
75.048391,8.513294,2.641131
75.072805,8.527225,2.629231
75.097219,8.541273,2.617364
75.121633,8.555435,2.605532
75.146047,8.569703,2.593733
75.170462,8.584072,2.581968
75.194876,8.598537,2.570236
75.219290,8.613091,2.558538
75.243704,8.627729,2.546874
75.268119,8.642445,2.535242
75.292533,8.657233,2.523644
75.316947,8.672089,2.512079
75.341361,8.687005,2.500547
75.365776,8.701978,2.489048
75.390190,8.717000,2.477582
75.414604,8.732068,2.466148
75.439018,8.747175,2.454746
75.463433,8.762317,2.443376
75.487847,8.777488,2.432038
75.512261,8.792682,2.420731
75.536675,8.807896,2.409456
75.561090,8.823123,2.398212
75.585504,8.838360,2.386999
75.609918,8.853600,2.375817
75.634332,8.868839,2.364664
75.658747,8.884072,2.353542
75.683161,8.899295,2.342450
75.707575,8.914503,2.331386
75.731989,8.929692,2.320352
75.756403,8.944856,2.309347
75.780818,8.959992,2.298370
75.805232,8.975095,2.287421
75.829646,8.990161,2.276500
75.854060,9.005186,2.265607
75.878475,9.020165,2.254740
75.902889,9.035095,2.243900
75.927303,9.049972,2.233086
75.951717,9.064791,2.222298
75.976132,9.079550,2.211536
76.000546,9.094244,2.200798
76.024960,9.108869,2.190086
76.049374,9.123423,2.179397
76.073789,9.137902,2.168732
76.098203,9.152302,2.158091
76.122617,9.166619,2.147473
76.147031,9.180852,2.136877
76.171446,9.194996,2.126303
76.195860,9.209049,2.115751
76.220274,9.223008,2.105220
76.244688,9.236869,2.094709
76.269103,9.250631,2.084219
76.293517,9.264289,2.073749
76.317931,9.277843,2.063298
76.342345,9.291288,2.052866
76.366759,9.304623,2.042452
76.391174,9.317845,2.032056
76.415588,9.330953,2.021678
76.440002,9.343943,2.011316
76.464416,9.356813,2.000971
76.488831,9.369562,1.990641
76.513245,9.382188,1.980327
76.537659,9.394688,1.970028
76.562073,9.407061,1.959743
76.586488,9.419306,1.949472
76.610902,9.431420,1.939215
76.635316,9.443402,1.928970
76.659730,9.455251,1.918738
76.684145,9.466964,1.908517
76.708559,9.478542,1.898308
76.732973,9.489982,1.888109
76.757387,9.501284,1.877921
76.781802,9.512447,1.867742
76.806216,9.523468,1.857572
76.830630,9.534349,1.847411
76.855044,9.545087,1.837259
76.879459,9.555683,1.827113
76.903873,9.566135,1.816975
76.928287,9.576443,1.806843
76.952701,9.586606,1.796717
76.977115,9.596625,1.786597
77.001530,9.606498,1.776481
77.025944,9.616226,1.766370
77.050358,9.625808,1.756262
77.074772,9.635246,1.746158
77.099187,9.644537,1.736056
77.123601,9.653683,1.725957
77.148015,9.662684,1.715859
77.172429,9.671541,1.705762
77.196844,9.680252,1.695666
77.221258,9.688820,1.685569
77.245672,9.697245,1.675472
77.270086,9.705526,1.665374
77.294501,9.713666,1.655274
77.318915,9.721665,1.645172
77.343329,9.729523,1.635068
77.367743,9.737242,1.624959
77.392158,9.744823,1.614847
77.416572,9.752266,1.604731
77.440986,9.759575,1.594609
77.465400,9.766748,1.584482
77.489815,9.773789,1.574350
77.514229,9.780699,1.564210
77.538643,9.787478,1.554063
77.563057,9.794130,1.543909
77.587471,9.800656,1.533746
77.611886,9.807057,1.523575
77.636300,9.813336,1.513394
77.660714,9.819495,1.503204
77.685128,9.825536,1.493003
77.709543,9.831461,1.482792
77.733957,9.837273,1.472569
77.758371,9.842974,1.462334
77.782785,9.848567,1.452087
77.807200,9.854055,1.441826
77.831614,9.859439,1.431553
77.856028,9.864724,1.421265
77.880442,9.869912,1.410963
77.904857,9.875006,1.400646
77.929271,9.880010,1.390313
77.953685,9.884926,1.379964
77.978099,9.889758,1.369599
78.002514,9.894510,1.359217
78.026928,9.899185,1.348818
78.051342,9.903787,1.338400
78.075756,9.908319,1.327964
78.100171,9.912786,1.317510
78.124585,9.917191,1.307036
78.148999,9.921539,1.296542
78.173413,9.925834,1.286028
78.197828,9.930081,1.275493
78.222242,9.934282,1.264937
78.246656,9.938445,1.254359
78.271070,9.942571,1.243760
78.295484,9.946668,1.233138
78.319899,9.950739,1.222493
78.344313,9.954790,1.211825
78.368727,9.958825,1.201134
78.393141,9.962849,1.190418
78.417556,9.966869,1.179678
78.441970,9.970890,1.168913
78.466384,9.974916,1.158123
78.490798,9.978954,1.147308
78.515213,9.983009,1.136467
78.539627,9.987088,1.125599
78.564041,9.991195,1.114706
78.588455,9.995338,1.103785
78.612870,9.999522,1.092837
78.637284,10.003754,1.081863
78.661698,10.008040,1.070860
78.686112,10.012386,1.059830
78.710527,10.016799,1.048771
78.734941,10.021286,1.037684
78.759355,10.025854,1.026569
78.783769,10.030509,1.015425
78.808184,10.035258,1.004251
78.832598,10.040109,0.993049
78.857012,10.045068,0.981818
78.881426,10.050143,0.970557
78.905840,10.055341,0.959266
78.930255,10.060669,0.947946
78.954669,10.066136,0.936596
78.979083,10.071748,0.925216
79.003497,10.077514,0.913807
79.027912,10.083441,0.902367
79.052326,10.089536,0.890898
79.076740,10.095809,0.879399
79.101154,10.102266,0.867869
79.125569,10.108916,0.856310
79.149983,10.115766,0.844721
79.174397,10.122826,0.833103
79.198811,10.130103,0.821455
79.223226,10.137605,0.809777
79.247640,10.145340,0.798070
79.272054,10.153318,0.786334
79.296468,10.161546,0.774569
79.320883,10.170033,0.762775
79.345297,10.178786,0.750953
79.369711,10.187815,0.739102
79.394125,10.197129,0.727223
79.418540,10.206734,0.715317
79.442954,10.216641,0.703384
79.467368,10.226856,0.691423
79.491782,10.237390,0.679436
79.516196,10.248249,0.667423
79.540611,10.259444,0.655384
79.565025,10.270981,0.643320
79.589439,10.282870,0.631231
79.613853,10.295118,0.619117
79.638268,10.307734,0.606980
79.662682,10.320726,0.594820
79.687096,10.334103,0.582637
79.711510,10.347872,0.570432
79.735925,10.362042,0.558206
79.760339,10.376620,0.545959
79.784753,10.391614,0.533692
79.809167,10.407032,0.521406
79.833582,10.422882,0.509101
79.857996,10.439172,0.496779
79.882410,10.455908,0.484439
79.906824,10.473099,0.472083
79.931239,10.490751,0.459712
79.955653,10.508872,0.447326
79.980067,10.527468,0.434927
80.004481,10.546546,0.422515
80.028896,10.566114,0.410090
80.053310,10.586178,0.397655
80.077724,10.606743,0.385210
80.102138,10.627817,0.372756
80.126552,10.649405,0.360294
80.150967,10.671513,0.347825
80.175381,10.694147,0.335350
80.199795,10.717312,0.322871
80.224209,10.741014,0.310387
80.248624,10.765259,0.297901
80.273038,10.790050,0.285413
80.297452,10.815392,0.272924
80.321866,10.841291,0.260437
80.346281,10.867750,0.247951
80.370695,10.894774,0.235467
80.395109,10.922367,0.222988
80.419523,10.950531,0.210515
80.443938,10.979272,0.198048
80.468352,11.008592,0.185588
80.492766,11.038493,0.173137
80.517180,11.068980,0.160697
80.541595,11.100055,0.148268
80.566009,11.131720,0.135851
80.590423,11.163977,0.123448
80.614837,11.196828,0.111060
80.639252,11.230276,0.098689
80.663666,11.264321,0.086335
80.688080,11.298965,0.073999
80.712494,11.334210,0.061684
80.736908,11.370056,0.049390
80.761323,11.406504,0.037118
80.785737,11.443554,0.024871
80.810151,11.481207,0.012648
80.834565,11.519464,0.000451
80.858980,11.558323,-0.011718
80.883394,11.597785,-0.023858
80.907808,11.637850,-0.035969
80.932222,11.678517,-0.048048
80.956637,11.719785,-0.060095
80.981051,11.761654,-0.072108
81.005465,11.804122,-0.084087
81.029879,11.847188,-0.096029
81.054294,11.890851,-0.107934
81.078708,11.935110,-0.119801
81.103122,11.979962,-0.131629
81.127536,12.025407,-0.143415
81.151951,12.071442,-0.155160
81.176365,12.118066,-0.166862
81.200779,12.165276,-0.178519
81.225193,12.213071,-0.190132
81.249608,12.261448,-0.201697
81.274022,12.310405,-0.213216
81.298436,12.359939,-0.224685
81.322850,12.410049,-0.236105
81.347264,12.460731,-0.247474
81.371679,12.511984,-0.258791
81.396093,12.563804,-0.270054
81.420507,12.616189,-0.281264
81.444921,12.669137,-0.292419
81.469336,12.722645,-0.303517
81.493750,12.776710,-0.314558
81.518164,12.831329,-0.325541
81.542578,12.886500,-0.336465
81.566993,12.942221,-0.347328
81.591407,12.998489,-0.358129
81.615821,13.055300,-0.368869
81.640235,13.112653,-0.379544
81.664650,13.170546,-0.390156
81.689064,13.228974,-0.400701
81.713478,13.287937,-0.411180
81.737892,13.347432,-0.421592
81.762307,13.407456,-0.431935
81.786721,13.468008,-0.442208
81.811135,13.529084,-0.452411
81.835549,13.590683,-0.462542
81.859964,13.652803,-0.472601
81.884378,13.715442,-0.482585
81.908792,13.778598,-0.492495
81.933206,13.842270,-0.502328
81.957620,13.906455,-0.512085
81.982035,13.971152,-0.521763
82.006449,14.036360,-0.531362
82.030863,14.102076,-0.540881
82.055277,14.168301,-0.550318
82.079692,14.235032,-0.559672
82.104106,14.302269,-0.568943
82.128520,14.370010,-0.578128
82.152934,14.438255,-0.587226
82.177349,14.507003,-0.596237
82.201763,14.576253,-0.605159
82.226177,14.646004,-0.613990
82.250591,14.716257,-0.622730
82.275006,14.787010,-0.631376
82.299420,14.858263,-0.639928
82.323834,14.930016,-0.648383
82.348248,15.002269,-0.656741
82.372663,15.075022,-0.664999
82.397077,15.148274,-0.673157
82.421491,15.222025,-0.681211
82.445905,15.296276,-0.689161
82.470320,15.371026,-0.697005
82.494734,15.446276,-0.704741
82.519148,15.522025,-0.712366
82.543562,15.598273,-0.719879
82.567976,15.675021,-0.727278
82.592391,15.752268,-0.734561
82.616805,15.830013,-0.741725
82.641219,15.908257,-0.748768
82.665633,15.987000,-0.755687
82.690048,16.066240,-0.762480
82.714462,16.145976,-0.769145
82.738876,16.226208,-0.775679
82.763290,16.306935,-0.782079
82.787705,16.388154,-0.788341
82.812119,16.469864,-0.794464
82.836533,16.552063,-0.800443
82.860947,16.634748,-0.806276
82.885362,16.717915,-0.811959
82.909776,16.801561,-0.817489
82.934190,16.885682,-0.822862
82.958604,16.970272,-0.828074
82.983019,17.055327,-0.833121
83.007433,17.140838,-0.837999
83.031847,17.226799,-0.842705
83.056261,17.313201,-0.847233
83.080676,17.400035,-0.851579
83.105090,17.487290,-0.855738
83.129504,17.574955,-0.859706
83.153918,17.663015,-0.863477
83.178333,17.751455,-0.867046
83.202747,17.840260,-0.870408
83.227161,17.929410,-0.873557
83.251575,18.018886,-0.876487
83.275989,18.108665,-0.879193
83.300404,18.198721,-0.881668
83.324818,18.289028,-0.883906
83.349232,18.379556,-0.885900
83.373646,18.470271,-0.887645
83.398061,18.561139,-0.889132
83.422475,18.652118,-0.890356
83.446889,18.743168,-0.891308
83.471303,18.834240,-0.891982
83.495718,18.925284,-0.892370
83.520132,19.016245,-0.892465
83.544546,19.107063,-0.892259
83.568960,19.197673,-0.891745
83.593375,19.288006,-0.890914
83.617789,19.377986,-0.889760
83.642203,19.467531,-0.888273
83.666617,19.556554,-0.886448
83.691032,19.644962,-0.884275
83.715446,19.732653,-0.881749
83.739860,19.819521,-0.878861
83.764274,19.905450,-0.875604
83.788689,19.990319,-0.871973
83.813103,20.073997,-0.867960
83.837517,20.156348,-0.863561
83.861931,20.237225,-0.858770
83.886345,20.316476,-0.853583
83.910760,20.393938,-0.847996
83.935174,20.469444,-0.842006
83.959588,20.542815,-0.835611
83.984002,20.613870,-0.828811
84.008417,20.682416,-0.821606
84.032831,20.748256,-0.813999
84.057245,20.811188,-0.805991
84.081659,20.871004,-0.797588
84.106074,20.927493,-0.788797
84.130488,20.980439,-0.779625
84.154902,21.029628,-0.770083
84.179316,21.074842,-0.760182
84.203731,21.115868,-0.749937
84.228145,21.152493,-0.739364
84.252559,21.184510,-0.728480
84.276973,21.211720,-0.717306
84.301388,21.233930,-0.705865
84.325802,21.250960,-0.694180
84.350216,21.262640,-0.682278
84.374630,21.268816,-0.670187
84.399045,21.269351,-0.657937
84.423459,21.264124,-0.645558
84.447873,21.253035,-0.633084
84.472287,21.236004,-0.620549
84.496701,21.212972,-0.607986
84.521116,21.183905,-0.595431
84.545530,21.148790,-0.582921
84.569944,21.107639,-0.570489
84.594358,21.060487,-0.558172
84.618773,21.007392,-0.546005
84.643187,20.948434,-0.534022
84.667601,20.883715,-0.522255
84.692015,20.813357,-0.510738
84.716430,20.737501,-0.499501
84.740844,20.656305,-0.488572
84.765258,20.569942,-0.477979
84.789672,20.478600,-0.467747
84.814087,20.382477,-0.457900
84.838501,20.281781,-0.448458
84.862915,20.176728,-0.439441
84.887329,20.067541,-0.430866
84.911744,19.954446,-0.422748
84.936158,19.837671,-0.415099
84.960572,19.717445,-0.407932
84.984986,19.593997,-0.401254
85.009401,19.467553,-0.395073
85.033815,19.338336,-0.389395
85.058229,19.206565,-0.384224
85.082643,19.072454,-0.379561
85.107057,18.936210,-0.375408
85.131472,18.798037,-0.371764
85.155886,18.658127,-0.368628
85.180300,18.516668,-0.365998
85.204714,18.373839,-0.363869
85.229129,18.229814,-0.362238
85.253543,18.084755,-0.361099
85.277957,17.938820,-0.360447
85.302371,17.792158,-0.360275
85.326786,17.644908,-0.360576
85.351200,17.497206,-0.361344
85.375614,17.349178,-0.362571
85.400028,17.200943,-0.364249
85.424443,17.052614,-0.366370
85.448857,16.904299,-0.368925
85.473271,16.756096,-0.371907
85.497685,16.608102,-0.375308
85.522100,16.460403,-0.379117
85.546514,16.313085,-0.383328
85.570928,16.166226,-0.387932
85.595342,16.019899,-0.392920
85.619757,15.874174,-0.398284
85.644171,15.729116,-0.404015
85.668585,15.584787,-0.410106
85.692999,15.441243,-0.416548
85.717413,15.298540,-0.423333
85.741828,15.156728,-0.430453
85.766242,15.015854,-0.437901
85.790656,14.875964,-0.445669
85.815070,14.737099,-0.453749
85.839485,14.599301,-0.462133
85.863899,14.462605,-0.470815
85.888313,14.327048,-0.479786
85.912727,14.192661,-0.489041
85.937142,14.059478,-0.498571
85.961556,13.927526,-0.508371
85.985970,13.796833,-0.518433
86.010384,13.667426,-0.528750
86.034799,13.539328,-0.539317
86.059213,13.412563,-0.550125
86.083627,13.287153,-0.561170
86.108041,13.163116,-0.572445
86.132456,13.040473,-0.583943
86.156870,12.919240,-0.595659
86.181284,12.799435,-0.607586
86.205698,12.681073,-0.619719
86.230113,12.564167,-0.632051
86.254527,12.448731,-0.644577
86.278941,12.334778,-0.657290
86.303355,12.222317,-0.670187
86.327769,12.111360,-0.683259
86.352184,12.001915,-0.696503
86.376598,11.893990,-0.709913
86.401012,11.787592,-0.723483
86.425426,11.682728,-0.737207
86.449841,11.579403,-0.751082
86.474255,11.477621,-0.765100
86.498669,11.377385,-0.779258
86.523083,11.278699,-0.793550
86.547498,11.181563,-0.807971
86.571912,11.085978,-0.822516
86.596326,10.991944,-0.837180
86.620740,10.899461,-0.851958
86.645155,10.808526,-0.866845
86.669569,10.719136,-0.881838
86.693983,10.631288,-0.896930
86.718397,10.544978,-0.912117
86.742812,10.460199,-0.927396
86.767226,10.376947,-0.942760
86.791640,10.295215,-0.958207
86.816054,10.214994,-0.973732
86.840469,10.136277,-0.989329
86.864883,10.059054,-1.004997
86.889297,9.983316,-1.020729
86.913711,9.909053,-1.036523
86.938125,9.836252,-1.052373
86.962540,9.764903,-1.068278
86.986954,9.694992,-1.084232
87.011368,9.626508,-1.100232
87.035782,9.559436,-1.116274
87.060197,9.493762,-1.132356
87.084611,9.429472,-1.148473
87.109025,9.366550,-1.164623
87.133439,9.304981,-1.180801
87.157854,9.244749,-1.197006
87.182268,9.185837,-1.213234
87.206682,9.128229,-1.229482
87.231096,9.071907,-1.245747
87.255511,9.016855,-1.262026
87.279925,8.963053,-1.278318
87.304339,8.910485,-1.294619
87.328753,8.859133,-1.310927
87.353168,8.808976,-1.327240
87.377582,8.759998,-1.343555
87.401996,8.712179,-1.359870
87.426410,8.665501,-1.376184
87.450825,8.619945,-1.392494
87.475239,8.575491,-1.408798
87.499653,8.532121,-1.425095
87.524067,8.489817,-1.441382
87.548481,8.448558,-1.457659
87.572896,8.408326,-1.473924
87.597310,8.369103,-1.490175
87.621724,8.330869,-1.506410
87.646138,8.293606,-1.522630
87.670553,8.257296,-1.538832
87.694967,8.221920,-1.555015
87.719381,8.187460,-1.571178
87.743795,8.153899,-1.587321
87.768210,8.121218,-1.603442
87.792624,8.089401,-1.619541
87.817038,8.058430,-1.635616
87.841452,8.028287,-1.651668
87.865867,7.998957,-1.667694
87.890281,7.970423,-1.683696
87.914695,7.942668,-1.699672
87.939109,7.915678,-1.715621
87.963524,7.889436,-1.731544
87.987938,7.863927,-1.747440
88.012352,7.839136,-1.763308
88.036766,7.815049,-1.779148
88.061181,7.791651,-1.794961
88.085595,7.768929,-1.810745
88.110009,7.746869,-1.826501
88.134423,7.725457,-1.842228
88.158838,7.704681,-1.857927
88.183252,7.684529,-1.873597
88.207666,7.664987,-1.889238
88.232080,7.646045,-1.904850
88.256494,7.627690,-1.920434
88.280909,7.609912,-1.935989
88.305323,7.592699,-1.951515
88.329737,7.576041,-1.967012
88.354151,7.559928,-1.982481
88.378566,7.544350,-1.997921
88.402980,7.529297,-2.013333
88.427394,7.514760,-2.028717
88.451808,7.500731,-2.044073
88.476223,7.487199,-2.059401
88.500637,7.474158,-2.074701
88.525051,7.461600,-2.089973
88.549465,7.449515,-2.105218
88.573880,7.437898,-2.120436
88.598294,7.426740,-2.135627
